ticker,target_name,horizon,spike_percentile,embedding_variant,alignment_mode,placebo_variant,evaluation_filter,num_test_spikes,num_test_samples,precision,recall,f1,roc_auc,pr_auc
AMD,log_gk,3,85.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,14,173,0.10204081632653061,0.35714285714285715,0.15873015873015872,0.4757412398921833,0.09995214914746682
AMGN,log_gk,3,85.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,8,77,0.0,0.0,0.0,0.2753623188405797,0.07756215551297518
AXP,log_gk,3,85.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,6,85,0.0,0.0,0.0,0.5949367088607596,0.10347569097569098
BAC,log_gk,3,85.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,5,105,0.058823529411764705,0.2,0.09090909090909091,0.648,0.09422160071627023
BX,log_gk,3,85.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,9,86,0.14285714285714285,0.6666666666666666,0.23529411764705882,0.7243867243867244,0.431657848324515
C,log_gk,3,85.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,4,100,0.07692307692307693,0.25,0.11764705882352941,0.6458333333333333,0.1710662525879917
ABT,log_gk,3,90.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,4,125,0.07142857142857142,0.25,0.1111111111111111,0.4462809917355372,0.10758340283569641
AMD,log_gk,3,90.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,6,173,0.022727272727272728,0.16666666666666666,0.04,0.37325349301397204,0.03196764304173739
AMGN,log_gk,3,90.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,1,77,0.0,0.0,0.0,0.5,0.02564102564102564
AXP,log_gk,3,90.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,4,85,0.0,0.0,0.0,0.5524691358024691,0.06600072807612162
BAC,log_gk,3,90.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,3,105,0.0,0.0,0.0,0.5980392156862746,0.04774328984855301
BX,log_gk,3,90.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,6,86,0.0967741935483871,0.5,0.16216216216216217,0.6958333333333333,0.4214837450131568
C,log_gk,3,90.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,3,100,0.1111111111111111,0.3333333333333333,0.16666666666666666,0.6597938144329897,0.3651515151515151
ABT,log_gk,3,95.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,1,125,0.1,1.0,0.18181818181818182,0.9596774193548387,0.16666666666666666
AMD,log_gk,3,95.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,5,173,0.0,0.0,0.0,0.3035714285714286,0.02409842735005664
AMGN,log_gk,3,95.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,0,77,,,,,
AXP,log_gk,3,95.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,3,85,0.0,0.0,0.0,0.5772357723577236,0.053857617015511755
BAC,log_gk,3,95.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,2,105,0.0,0.0,0.0,0.49029126213592233,0.027205882352941177
BX,log_gk,3,95.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,2,86,0.05,0.5,0.09090909090909091,0.875,0.21428571428571427
C,log_gk,3,95.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,1,100,0.5,1.0,0.6666666666666666,0.98989898989899,0.5
ABT,log_abs_return,1,80.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,15,125,0.2,0.26666666666666666,0.22857142857142856,0.5575757575757576,0.19406378216712472
AMD,log_abs_return,1,80.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,23,173,0.09259259259259259,0.21739130434782608,0.12987012987012986,0.4765217391304348,0.14351459678561743
AMGN,log_abs_return,1,80.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,19,77,0.26666666666666666,0.21052631578947367,0.23529411764705882,0.5108892921960072,0.31493645435104317
AXP,log_abs_return,1,80.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,10,85,0.125,0.1,0.1111111111111111,0.7493333333333333,0.22981971016026742
BAC,log_abs_return,1,80.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,20,105,0.2777777777777778,0.25,0.2631578947368421,0.5458823529411765,0.26629267721944505
BX,log_abs_return,1,80.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,15,86,0.16666666666666666,0.4666666666666667,0.24561403508771928,0.5389671361502347,0.3094816068341299
C,log_abs_return,1,80.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,10,100,0.3333333333333333,0.2,0.25,0.538888888888889,0.31374941601734097
ABT,log_abs_return,1,85.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,9,125,0.14285714285714285,0.3333333333333333,0.2,0.5737547892720307,0.14170557108157036
AMD,log_abs_return,1,85.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,15,173,0.07547169811320754,0.26666666666666666,0.11764705882352941,0.43333333333333335,0.1004638568989734
AMGN,log_abs_return,1,85.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,16,77,0.3076923076923077,0.25,0.27586206896551724,0.4323770491803279,0.22042579463477868
AXP,log_abs_return,1,85.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,6,85,0.18181818181818182,0.3333333333333333,0.23529411764705882,0.7531645569620253,0.16238881940101452
BAC,log_abs_return,1,85.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,12,105,0.15384615384615385,0.16666666666666666,0.16,0.5582437275985663,0.1640788518839767
BX,log_abs_return,1,85.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,9,86,0.1111111111111111,0.4444444444444444,0.17777777777777778,0.5137085137085138,0.16012635052624416
C,log_abs_return,1,85.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,7,100,0.3333333333333333,0.2857142857142857,0.3076923076923077,0.6728110599078341,0.3543981130713778
ABT,log_abs_return,1,90.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,6,125,0.10526315789473684,0.3333333333333333,0.16,0.46218487394957986,0.06770947267346918
AMD,log_abs_return,1,90.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,12,173,0.06521739130434782,0.25,0.10344827586206896,0.5036231884057971,0.09379300473659817
AMGN,log_abs_return,1,90.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,9,77,0.15384615384615385,0.2222222222222222,0.18181818181818182,0.3594771241830065,0.12514989364428908
AXP,log_abs_return,1,90.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,6,85,0.125,0.16666666666666666,0.14285714285714285,0.7447257383966245,0.16341095204430306
BAC,log_abs_return,1,90.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,7,105,0.1,0.14285714285714285,0.11764705882352941,0.521865889212828,0.08562485470208656
BX,log_abs_return,1,90.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,5,86,0.10344827586206896,0.6,0.17647058823529413,0.6271604938271604,0.17854689882931218
C,log_abs_return,1,90.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,5,100,0.25,0.2,0.2222222222222222,0.6526315789473685,0.30824394087150075
ABT,log_abs_return,1,95.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,3,125,0.125,0.3333333333333333,0.18181818181818182,0.6311475409836065,0.119960668633235
AMD,log_abs_return,1,95.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,7,173,0.021739130434782608,0.14285714285714285,0.03773584905660377,0.36919104991394147,0.0354874028388558
AMGN,log_abs_return,1,95.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,2,77,0.1,0.5,0.16666666666666666,0.5066666666666666,0.09741784037558684
AXP,log_abs_return,1,95.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,2,85,0.0,0.0,0.0,0.7168674698795181,0.059714795008912656
BAC,log_abs_return,1,95.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,3,105,0.0,0.0,0.0,0.5261437908496731,0.04082957645788652
BX,log_abs_return,1,95.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,2,86,0.0,0.0,0.0,0.47023809523809523,0.03210066769388803
C,log_abs_return,1,95.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,1,100,0.3333333333333333,1.0,0.5,1.0,1.0
ABT,log_abs_return,3,80.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,24,125,0.2,0.20833333333333334,0.20408163265306123,0.4773102310231024,0.19941381204532926
AMD,log_abs_return,3,80.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,27,173,0.17073170731707318,0.25925925925925924,0.20588235294117646,0.5266362252663622,0.2178650997670744
AMGN,log_abs_return,3,80.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,16,77,0.23076923076923078,0.1875,0.20689655172413793,0.6106557377049181,0.33339425010334117
AXP,log_abs_return,3,80.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,13,85,0.14285714285714285,0.07692307692307693,0.1,0.5854700854700855,0.20807011600129935
BAC,log_abs_return,3,80.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,17,105,0.25,0.17647058823529413,0.20689655172413793,0.5635026737967914,0.2472636713666443
BX,log_abs_return,3,80.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,15,86,0.21428571428571427,0.8,0.3380281690140845,0.6525821596244132,0.28475300383985597
C,log_abs_return,3,80.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,10,100,0.07142857142857142,0.1,0.08333333333333333,0.5166666666666666,0.13684784054147597
ABT,log_abs_return,3,85.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,18,125,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.40498442367601245,0.15263046088844645
AMD,log_abs_return,3,85.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,19,173,0.17073170731707318,0.3684210526315789,0.23333333333333334,0.6134654818865345,0.23899033486356402
AMGN,log_abs_return,3,85.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,10,77,0.2727272727272727,0.3,0.2857142857142857,0.6776119402985075,0.22941745222679233
AXP,log_abs_return,3,85.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,10,85,0.0,0.0,0.0,0.6053333333333333,0.14931258493519214
BAC,log_abs_return,3,85.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,15,105,0.16666666666666666,0.13333333333333333,0.14814814814814814,0.48148148148148145,0.17787819665774796
BX,log_abs_return,3,85.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,7,86,0.11538461538461539,0.8571428571428571,0.2033898305084746,0.6708860759493671,0.1332277414366967
C,log_abs_return,3,85.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,6,100,0.07692307692307693,0.16666666666666666,0.10526315789473684,0.5585106382978724,0.1125265745208793
ABT,log_abs_return,3,90.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,10,125,0.16666666666666666,0.3,0.21428571428571427,0.5095652173913042,0.19873961179420171
AMD,log_abs_return,3,90.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,12,173,0.09302325581395349,0.3333333333333333,0.14545454545454545,0.6666666666666666,0.20533276999464498
AMGN,log_abs_return,3,90.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,8,77,0.18181818181818182,0.25,0.21052631578947367,0.6304347826086957,0.19101952574815237
AXP,log_abs_return,3,90.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,3,85,0.0,0.0,0.0,0.5894308943089431,0.053679653679653674
BAC,log_abs_return,3,90.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,8,105,0.0,0.0,0.0,0.43427835051546393,0.07068100558220014
BX,log_abs_return,3,90.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,5,86,0.09523809523809523,0.8,0.1702127659574468,0.6246913580246913,0.09153246753246753
C,log_abs_return,3,90.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,3,100,0.0,0.0,0.0,0.3470790378006872,0.0292687559354226
ABT,log_abs_return,3,95.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,4,125,0.0,0.0,0.0,0.29545454545454547,0.028104198668714796
AMD,log_abs_return,3,95.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,8,173,0.05,0.25,0.08333333333333333,0.7007575757575757,0.13122845539902492
AMGN,log_abs_return,3,95.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,2,77,0.0,0.0,0.0,0.4866666666666667,0.03708791208791209
AXP,log_abs_return,3,95.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,2,85,0.0,0.0,0.0,0.6445783132530121,0.07442348008385744
BAC,log_abs_return,3,95.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,3,105,0.0,0.0,0.0,0.4117647058823529,0.031692809769449416
BX,log_abs_return,3,95.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,2,86,0.02857142857142857,0.5,0.05405405405405406,0.5773809523809523,0.04040816326530612
C,log_abs_return,3,95.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,1,100,0.0,0.0,0.0,0.5757575757575757,0.023255813953488372
ABT,log_gk,1,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,14,125,0.23809523809523808,0.35714285714285715,0.2857142857142857,0.6949806949806949,0.44440673812310283
AMD,log_gk,1,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,17,173,0.109375,0.4117647058823529,0.1728395061728395,0.521870286576169,0.12310464186503219
AMGN,log_gk,1,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,13,77,0.25,0.23076923076923078,0.24,0.5408653846153846,0.2472408780718374
AXP,log_gk,1,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,10,85,0.36363636363636365,0.4,0.38095238095238093,0.6906666666666667,0.361563311840015
BAC,log_gk,1,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,9,105,0.125,0.2222222222222222,0.16,0.6226851851851852,0.1373954214217906
BX,log_gk,1,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,10,86,0.15217391304347827,0.7,0.25,0.6894736842105262,0.2600605185817854
C,log_gk,1,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,9,100,0.29411764705882354,0.5555555555555556,0.38461538461538464,0.8205128205128205,0.28754967254967256
ABT,log_gk,1,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,10,125,0.26666666666666666,0.4,0.32,0.6826086956521739,0.4786755349008318
AMD,log_gk,1,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,13,173,0.10344827586206896,0.46153846153846156,0.16901408450704225,0.5754807692307693,0.11207471978988405
AMGN,log_gk,1,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,11,77,0.2857142857142857,0.36363636363636365,0.32,0.615702479338843,0.27812522537205653
AXP,log_gk,1,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,7,85,0.2,0.2857142857142857,0.23529411764705882,0.7234432234432234,0.16584362453264892
BAC,log_gk,1,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,6,105,0.125,0.3333333333333333,0.18181818181818182,0.601010101010101,0.11843240859957832
BX,log_gk,1,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,6,86,0.13793103448275862,0.6666666666666666,0.22857142857142856,0.75,0.240780109568142
C,log_gk,1,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,4,100,0.0,0.0,0.0,0.5807291666666666,0.05592612044817927
ABT,log_gk,1,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,6,125,0.25,0.3333333333333333,0.2857142857142857,0.5294117647058824,0.24376823927846875
AMD,log_gk,1,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,6,173,0.05660377358490566,0.5,0.1016949152542373,0.6417165668662674,0.08654948580715723
AMGN,log_gk,1,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,5,77,0.125,0.2,0.15384615384615385,0.6472222222222223,0.28665505226480836
AXP,log_gk,1,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,4,85,0.1111111111111111,0.25,0.15384615384615385,0.712962962962963,0.1276361172702636
BAC,log_gk,1,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,5,105,0.16666666666666666,0.4,0.23529411764705882,0.634,0.11736097172716892
BX,log_gk,1,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,3,86,0.06666666666666667,0.3333333333333333,0.1111111111111111,0.6184738955823293,0.09102322661644696
C,log_gk,1,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,1,100,0.0,0.0,0.0,0.6161616161616161,0.02564102564102564
ABT,log_gk,1,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,1,125,0.1111111111111111,1.0,0.2,0.9838709677419355,0.3333333333333333
AMD,log_gk,1,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,5,173,0.05405405405405406,0.4,0.09523809523809523,0.5845238095238094,0.06270011028651698
AMGN,log_gk,1,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,2,77,0.058823529411764705,0.5,0.10526315789473684,0.8133333333333334,0.5333333333333333
AXP,log_gk,1,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,2,85,0.0,0.0,0.0,0.6566265060240963,0.05397727272727273
BAC,log_gk,1,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,2,105,0.1,0.5,0.16666666666666666,0.7427184466019418,0.09183673469387754
BX,log_gk,1,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,0,86,,,,,
C,log_gk,1,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,0,100,,,,,
ABT,log_gk,3,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,15,125,0.21052631578947367,0.26666666666666666,0.23529411764705882,0.5715151515151514,0.2562547794215615
AMD,log_gk,3,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,20,173,0.1016949152542373,0.3,0.1518987341772152,0.4970588235294118,0.17938872758715682
AMGN,log_gk,3,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,9,77,0.0,0.0,0.0,0.31535947712418305,0.0897628022324147
AXP,log_gk,3,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,8,85,0.09090909090909091,0.125,0.10526315789473684,0.5616883116883117,0.12395804462417123
BAC,log_gk,3,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,7,105,0.047619047619047616,0.14285714285714285,0.07142857142857142,0.6997084548104957,0.13100744053125005
BX,log_gk,3,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,12,86,0.18181818181818182,0.6666666666666666,0.2857142857142857,0.7117117117117117,0.41812024333506326
C,log_gk,3,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,8,100,0.09523809523809523,0.25,0.13793103448275862,0.59375,0.10646059620825266
ABT,log_gk,3,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,9,125,0.10526315789473684,0.2222222222222222,0.14285714285714285,0.5047892720306513,0.11086799327799794
AMD,log_gk,3,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,14,173,0.09230769230769231,0.42857142857142855,0.1518987341772152,0.5305480682839173,0.21655642106811024
AMGN,log_gk,3,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,8,77,0.0,0.0,0.0,0.3260869565217392,0.08190921529032164
AXP,log_gk,3,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,6,85,0.09090909090909091,0.16666666666666666,0.11764705882352941,0.6033755274261604,0.11542321499218051
BAC,log_gk,3,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,5,105,0.08,0.4,0.13333333333333333,0.7879999999999999,0.13463080778870254
BX,log_gk,3,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,9,86,0.15789473684210525,0.6666666666666666,0.2553191489361702,0.6810966810966811,0.3487782861596903
C,log_gk,3,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,4,100,0.0,0.0,0.0,0.7552083333333333,0.09221360693400166
ABT,log_gk,3,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,4,125,0.0625,0.25,0.1,0.5516528925619835,0.0730584315837772
AMD,log_gk,3,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,6,173,0.031746031746031744,0.3333333333333333,0.057971014492753624,0.5329341317365269,0.07850335998146217
AMGN,log_gk,3,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,1,77,0.0,0.0,0.0,0.4342105263157895,0.022727272727272728
AXP,log_gk,3,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,4,85,0.125,0.25,0.16666666666666666,0.6172839506172839,0.12008755472170107
BAC,log_gk,3,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,3,105,0.037037037037037035,0.3333333333333333,0.06666666666666667,0.696078431372549,0.06065462315462315
BX,log_gk,3,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,6,86,0.17391304347826086,0.6666666666666666,0.27586206896551724,0.6729166666666666,0.2951868919610855
C,log_gk,3,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,3,100,0.07142857142857142,0.3333333333333333,0.11764705882352941,0.6975945017182131,0.08557347670250896
ABT,log_gk,3,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,1,125,0.05263157894736842,1.0,0.1,0.9193548387096774,0.09090909090909091
AMD,log_gk,3,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,5,173,0.03389830508474576,0.4,0.0625,0.4928571428571429,0.03283408261716249
AMGN,log_gk,3,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,0,77,,,,,
AXP,log_gk,3,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,3,85,0.0,0.0,0.0,0.6910569105691057,0.15294117647058825
BAC,log_gk,3,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,2,105,0.0,0.0,0.0,0.645631067961165,0.038517975055025674
BX,log_gk,3,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,2,86,0.058823529411764705,0.5,0.10526315789473684,0.5952380952380953,0.06639344262295083
C,log_gk,3,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,1,100,0.2,1.0,0.3333333333333333,0.9696969696969697,0.25
ABT,log_abs_return,1,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,15,125,0.10714285714285714,0.2,0.13953488372093023,0.5333333333333333,0.26489423294526415
AMD,log_abs_return,1,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,23,173,0.19696969696969696,0.5652173913043478,0.29213483146067415,0.5753623188405798,0.21923830779267578
AMGN,log_abs_return,1,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,19,77,0.2647058823529412,0.47368421052631576,0.33962264150943394,0.5199637023593465,0.28948908691081154
AXP,log_abs_return,1,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,10,85,0.15384615384615385,0.2,0.17391304347826086,0.7493333333333333,0.2179025965982488
BAC,log_abs_return,1,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,20,105,0.1724137931034483,0.25,0.20408163265306123,0.51,0.2436493868439648
BX,log_abs_return,1,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,15,86,0.21568627450980393,0.7333333333333333,0.3333333333333333,0.6666666666666667,0.41671153124523674
C,log_abs_return,1,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,10,100,0.13043478260869565,0.3,0.18181818181818182,0.5700000000000001,0.2523748213453767
ABT,log_abs_return,1,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,9,125,0.075,0.3333333333333333,0.12244897959183673,0.48563218390804597,0.151443637594385
AMD,log_abs_return,1,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,15,173,0.10344827586206896,0.4,0.1643835616438356,0.5476793248945148,0.21123112454847476
AMGN,log_abs_return,1,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,16,77,0.21739130434782608,0.3125,0.2564102564102564,0.5,0.24555264120528614
AXP,log_abs_return,1,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,6,85,0.125,0.16666666666666666,0.14285714285714285,0.751054852320675,0.1678343586238323
BAC,log_abs_return,1,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,12,105,0.16,0.3333333333333333,0.21621621621621623,0.525089605734767,0.1532488204851678
BX,log_abs_return,1,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,9,86,0.13636363636363635,0.6666666666666666,0.22641509433962265,0.5425685425685425,0.14391733667225487
C,log_abs_return,1,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,7,100,0.15789473684210525,0.42857142857142855,0.23076923076923078,0.6712749615975422,0.32777643032311965
ABT,log_abs_return,1,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,6,125,0.030303030303030304,0.16666666666666666,0.05128205128205128,0.3669467787114845,0.11793766457867881
AMD,log_abs_return,1,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,12,173,0.06382978723404255,0.25,0.1016949152542373,0.5455486542443064,0.23895779910602788
AMGN,log_abs_return,1,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,9,77,0.08695652173913043,0.2222222222222222,0.125,0.4901960784313726,0.12728161001931598
AXP,log_abs_return,1,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,6,85,0.1111111111111111,0.16666666666666666,0.13333333333333333,0.7827004219409284,0.16774983435600493
BAC,log_abs_return,1,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,7,105,0.058823529411764705,0.14285714285714285,0.08333333333333333,0.5553935860058309,0.09195089352932967
BX,log_abs_return,1,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,5,86,0.09375,0.6,0.16216216216216217,0.5777777777777778,0.13929326775436612
C,log_abs_return,1,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,5,100,0.16666666666666666,0.4,0.23529411764705882,0.6568421052631579,0.20990498358919413
ABT,log_abs_return,1,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,3,125,0.05555555555555555,0.3333333333333333,0.09523809523809523,0.7650273224043715,0.14835989835989835
AMD,log_abs_return,1,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,7,173,0.04081632653061224,0.2857142857142857,0.07142857142857142,0.49397590361445787,0.04431278888239913
AMGN,log_abs_return,1,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,2,77,0.07142857142857142,0.5,0.125,0.6466666666666667,0.2685185185185185
AXP,log_abs_return,1,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,2,85,0.0,0.0,0.0,0.7289156626506024,0.060798548094373864
BAC,log_abs_return,1,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,3,105,0.0,0.0,0.0,0.6699346405228759,0.05385586635586635
BX,log_abs_return,1,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,2,86,0.025,0.5,0.047619047619047616,0.4642857142857143,0.03367003367003367
