ticker,target_name,horizon,spike_percentile,embedding_variant,alignment_mode,placebo_variant,evaluation_filter,num_spike_samples,ts_only_mae,embedding_mae,mae_improvement_pct,underprediction_reduction
ABT,log_abs_return,1,90.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,6,2.4480962642437913,2.405424322476357,1.7430663324268982,0.04267194176743394
AMD,log_abs_return,1,90.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,12,2.5726500221830615,2.447387148996187,4.8690211302266775,0.12526287318687435
AMGN,log_abs_return,1,90.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,9,2.3357238502496087,2.5223148416986674,-7.988572426021959,-0.18659099144905847
AXP,log_abs_return,1,90.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,6,1.81726961331852,1.9332557421672838,-6.382439237343615,-0.11598612884876358
BAC,log_abs_return,1,90.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,7,2.2167686684763956,2.5008090497714215,-12.81326217454387,-0.2706163775640101
BX,log_abs_return,1,90.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,5,2.201106277316613,2.1306705900168077,3.200013012805272,0.07043568729980532
C,log_abs_return,1,90.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,5,1.695038468780017,1.7637692948852588,-4.054823968373408,-0.06873082610524177
ABT,log_abs_return,1,95.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,3,2.345691316634381,2.3479491849673013,-0.09625598717567065,-0.0022578683329205576
AMD,log_abs_return,1,95.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,7,2.90282232098065,2.7371567069803424,5.707053194504217,0.16566561400030796
AMGN,log_abs_return,1,95.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,2,2.9458166120306295,3.1533682478242695,-7.0456400763715274,-0.20755163579364
AXP,log_abs_return,1,95.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,2,1.9015547102869845,2.124051744428437,-11.700795824479476,-0.2224970341414525
BAC,log_abs_return,1,95.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,3,3.0936636881111994,3.2727394070374385,-5.788467557557031,-0.17907571892623922
BX,log_abs_return,1,95.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,2,2.413591038692463,2.2684762420763844,6.012402030407471,0.1451147966160784
C,log_abs_return,1,95.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,1,0.3871329009508724,0.5830302193781818,-50.602084696533964,-0.1958973184273094
ABT,log_abs_return,3,80.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,24,1.4698385170987622,1.4782499834035143,-0.5722714575037159,-0.008411466304752277
AMD,log_abs_return,3,80.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,27,1.2925204788157958,1.3502844076323373,-4.469091961271255,-0.05776392881654143
AMGN,log_abs_return,3,80.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,16,1.3851414301779144,1.3494561292017937,2.576292947322864,0.035685300976120604
AXP,log_abs_return,3,80.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,13,1.3926869650933786,1.4036828740963654,-0.7895463430469805,-0.010995909002987038
BAC,log_abs_return,3,80.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,17,1.4765056092179683,1.485316090689806,-0.5967116831004924,-0.008810481471837887
BX,log_abs_return,3,80.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,15,1.145745548102449,1.1646092573164961,-1.6464134855499684,-0.01886370921404721
C,log_abs_return,3,80.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,10,1.4326429018771083,1.3683288179644395,4.4891915374307025,0.06431408391266871
ABT,log_abs_return,3,85.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,18,1.6165463063562908,1.6348491784645636,-1.1322207125342163,-0.018302872108272677
AMD,log_abs_return,3,85.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,19,1.4162332824732167,1.4479251167074385,-2.2377552219982646,-0.031691834234221755
AMGN,log_abs_return,3,85.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,10,1.565996213071277,1.5074808963542614,3.736619298858563,0.05851531671701578
AXP,log_abs_return,3,85.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,10,1.4388802550788098,1.4377141050845421,0.08104565964759879,0.0011661499942679844
BAC,log_abs_return,3,85.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,15,1.5606765975476167,1.5797418028817427,-1.221598719688904,-0.01906520533412642
BX,log_abs_return,3,85.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,7,1.3752024240493863,1.429006285697975,-3.9124321414558927,-0.05380386164858887
C,log_abs_return,3,85.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,6,1.5634776182932566,1.475544721009994,5.624186509254487,0.0879328972832627
ABT,log_abs_return,3,90.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,10,1.7964011105373736,1.8237687067380115,-1.5234680072342628,-0.02736759620063802
AMD,log_abs_return,3,90.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,12,1.586581669731857,1.6287660092799119,-2.6588192938838264,-0.04218433954805523
AMGN,log_abs_return,3,90.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,8,1.6890463232585187,1.6416908592099668,2.8036805975334875,0.04735546404855184
AXP,log_abs_return,3,90.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,3,1.7855400963896404,1.809017055646357,-1.3148379755899593,-0.02347695925671663
BAC,log_abs_return,3,90.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,8,1.7967386863707893,1.8179840784880064,-1.1824419587764545,-0.021245392117216988
BX,log_abs_return,3,90.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,5,1.546478921868183,1.57790362117897,-2.032016011755621,-0.03142469931078713
C,log_abs_return,3,90.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,3,1.833864733857567,1.7808228133002935,2.892357303021963,0.05304192055727371
ABT,log_abs_return,3,95.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,4,2.1714381731391503,2.2283506997625517,-2.6209600313475896,-0.05691252662340163
AMD,log_abs_return,3,95.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,8,1.7242088604242807,1.8035042119594151,-4.598941192984128,-0.07929535153513434
AMGN,log_abs_return,3,95.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,2,2.0879177473907022,2.124848727465877,-1.7687947775398636,-0.0369309800751747
AXP,log_abs_return,3,95.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,2,1.8977190322700426,2.0261749942693084,-6.768966312447601,-0.1284559619992658
BAC,log_abs_return,3,95.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,3,2.008031200925527,2.1301809042093303,-6.083058033535692,-0.12214970328380333
BX,log_abs_return,3,95.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,2,1.7395603916227456,1.6683583918471028,4.09310306894388,0.07120199977564279
C,log_abs_return,3,95.0,target_sector_weighted,shifted_1_day_text,stale_20d,target_event_keyword,1,2.1476471965192094,2.171148618435795,-1.0942868993881072,-0.023501421916585663
ABT,log_gk,1,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,14,0.5620180193370048,0.5478983750007452,2.512311678710243,0.014119644336259705
AMD,log_gk,1,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,17,0.6041335454385347,0.5838441581418119,3.3584275281378284,0.020289387296722902
AMGN,log_gk,1,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,13,0.5839499216471353,0.568406502579573,2.6617726094935152,0.015543419067562207
AXP,log_gk,1,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,10,0.6462206533101934,0.6126369244828094,5.196944519701609,0.0335837288273841
BAC,log_gk,1,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,9,0.7376931090287666,0.7055377087690782,4.3589129227496315,0.03215540025968849
BX,log_gk,1,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,10,0.39134399083647553,0.3947341604824103,-0.8662889236368376,-0.004052296644825981
C,log_gk,1,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,9,0.4886474269940243,0.4483045466732739,8.256030440787269,0.040342880320750396
ABT,log_gk,1,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,10,0.6326689371777252,0.6248351770831513,1.238208426909589,0.007833760094573972
AMD,log_gk,1,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,13,0.6368999701477859,0.6189129183018346,2.8241564906617254,0.01798705184595132
AMGN,log_gk,1,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,11,0.5972261951454987,0.5801041297666454,2.8669314102476626,0.01712206537885316
AXP,log_gk,1,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,7,0.7790123383130497,0.7363130894979076,5.4812031485415575,0.04269924881514215
BAC,log_gk,1,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,6,0.8629425569370781,0.8300956059696252,3.8063890468027974,0.03284695096745308
BX,log_gk,1,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,6,0.4191873896020832,0.42561985022537646,-1.5345071876802738,-0.007536005621445296
C,log_gk,1,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,4,0.7403898281831056,0.6912083356061893,6.642648332650138,0.049181492576916286
ABT,log_gk,1,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,6,0.8662846179200151,0.8469819689191084,2.228210983043099,0.019302649000906946
AMD,log_gk,1,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,6,0.7986908933631663,0.7773871429257143,2.66733358480465,0.021303750437452102
AMGN,log_gk,1,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,5,0.7401301966556576,0.7069489795093387,4.483159489539968,0.03318121714631896
AXP,log_gk,1,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,4,0.9149140832687737,0.8805489972654605,3.756099794697084,0.03436508600331312
BAC,log_gk,1,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,5,0.8830063770763807,0.8534299763113751,3.3495115701126235,0.02957640076500585
BX,log_gk,1,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,3,0.5959605528885588,0.5972408127069615,-0.21482291272424897,-0.0012802598184027403
C,log_gk,1,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,1,0.9241820403033101,0.8860345166066796,4.127706667412697,0.038147523696630437
ABT,log_gk,1,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,1,1.0232591473116193,0.9670224492098285,5.495841229422664,0.05623669810179077
AMD,log_gk,1,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,5,0.8686390617130246,0.8422019891857218,3.043504913901395,0.026437072527302784
AMGN,log_gk,1,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,2,0.8572607141579454,0.8225571344516296,4.048194339618581,0.03470357970631577
AXP,log_gk,1,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,2,1.0188047690991309,0.97301552920332,4.494407690719742,0.04578923989581085
BAC,log_gk,1,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,2,1.1390909327769498,1.1122784446404625,2.353849667745319,0.02681248813648729
ABT,log_gk,3,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,15,0.5812035140558642,0.5769710751936167,0.7282197646590178,0.0042324388622475935
AMD,log_gk,3,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,20,0.6130731960405776,0.5962409737512547,2.7455485573387928,0.01683222228932286
AMGN,log_gk,3,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,9,0.6176728055449523,0.5830106550407511,5.611733298444298,0.03466215050420117
AXP,log_gk,3,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,8,0.863204083330072,0.861164496140877,0.23628099409895406,0.002039587189195058
BAC,log_gk,3,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,7,0.7105616199097647,0.6818292625271962,4.043612345149922,0.028732357382568376
BX,log_gk,3,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,12,0.5326304104925836,0.5383464077416799,-1.0731638931036602,-0.005662019817621489
C,log_gk,3,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,8,0.6449256551447198,0.6180187686368916,4.172091200464074,0.02690688650782813
ABT,log_gk,3,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,9,0.7043317084518211,0.6945469617038504,1.3892242292311916,0.009784746747970708
AMD,log_gk,3,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,14,0.6674724687930441,0.652886193409991,2.1852999284642753,0.014586275383052984
AMGN,log_gk,3,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,8,0.6448734654610025,0.6153774410433502,4.57392434290445,0.02949602441765231
AXP,log_gk,3,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,6,0.9457261966618753,0.9434108171728456,0.24482556338211786,0.002315379489029823
BAC,log_gk,3,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,5,0.8117910153010023,0.7824997235650966,3.608230589377103,0.029291291735905743
BX,log_gk,3,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,9,0.6131236700806618,0.6234126525012671,-1.6781251357090274,-0.010288982420605238
C,log_gk,3,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,4,0.7807717070891225,0.7332359801892521,6.0883003915566265,0.0475357268998704
ABT,log_gk,3,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,4,0.9270294448927492,0.8988291802687491,3.042003118602411,0.02820026462400005
AMD,log_gk,3,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,6,0.8872633855122469,0.8544801140775733,3.6948748218373453,0.03278327143467363
AMGN,log_gk,3,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,1,0.6283190808500185,0.6022369247293886,4.15110043854546,0.026082156120629918
AXP,log_gk,3,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,4,1.1005966607601765,1.0870985793717391,1.226433067597559,0.013498081388437333
BAC,log_gk,3,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,3,1.0933454778914515,1.0749577073498318,1.6817896002168615,0.018387770541619847
BX,log_gk,3,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,6,0.6321752616522828,0.6246934899536877,1.1834964372127421,0.007481771698595023
C,log_gk,3,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,3,0.8318629655790103,0.7834362408939975,5.821478619535104,0.04842672468501282
ABT,log_gk,3,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,1,1.0276705618993436,1.0164614538451548,1.090729701692732,0.011209108054188732
AMD,log_gk,3,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,5,0.9456344229299953,0.9203994226076849,2.6685788620216653,0.025235000322310342
AXP,log_gk,3,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,3,1.087494897991131,1.067243422465877,1.8622133825789442,0.020251475525254154
BAC,log_gk,3,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,2,1.2828557361827784,1.2564866513067083,2.0554988477919567,0.026369084876070037
BX,log_gk,3,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,2,0.7731724747526869,0.8035885329078969,-3.9339292523235647,-0.03041605815520998
C,log_gk,3,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,1,0.703203212709496,0.6944806570552458,1.2404032712879125,0.008722555654250286
ABT,log_abs_return,1,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,15,2.1286364484420703,1.6704438587517525,21.525168848145245,0.4581925896903176
AMD,log_abs_return,1,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,23,2.307253961053972,1.7817839076893371,22.77469503723795,0.5254700533646354
AMGN,log_abs_return,1,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,19,2.011413646066492,1.9137850160043837,4.85373211288639,0.09762863006210765
AXP,log_abs_return,1,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,10,1.7821010496831318,1.6381999368098583,8.07480097151954,0.1439011128732733
BAC,log_abs_return,1,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,20,2.100610763211964,1.744634842816043,16.946305647392368,0.3559759203959211
BX,log_abs_return,1,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,15,1.9234859842492633,1.7730086523678172,7.8231571799145385,0.1608521827130683
C,log_abs_return,1,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,10,1.6156311430140455,1.2735774252300094,21.171522922361895,0.35505912038187887
ABT,log_abs_return,1,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,9,2.1113127479317466,1.6982333442029507,19.565050423413147,0.41307940372879587
AMD,log_abs_return,1,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,15,2.484229061984355,1.934378495218325,22.133650039776118,0.5498505667660301
AMGN,log_abs_return,1,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,16,2.2078219901307676,2.0586561891485697,6.756242199279976,0.149165800982198
AXP,log_abs_return,1,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,6,1.81726961331852,1.6589853831228096,8.710002579455846,0.15828423019571022
BAC,log_abs_return,1,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,12,2.1518630441143594,1.7021973823148409,20.89657439070836,0.4496656617995187
BX,log_abs_return,1,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,9,2.137433607039107,1.8289639038325558,14.43177941016193,0.3084697032065508
C,log_abs_return,1,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,7,1.550942236156938,1.1880718298058228,23.39677119441067,0.381449552919462
ABT,log_abs_return,1,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,6,2.4480962642437913,1.8791702620349142,23.239527404148728,0.5689260022088771
AMD,log_abs_return,1,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,12,2.5726500221830615,1.9695092557952725,23.444337985622496,0.6031407663877889
AMGN,log_abs_return,1,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,9,2.3357238502496087,2.054765073883338,12.028766856845943,0.280958776366271
AXP,log_abs_return,1,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,6,1.81726961331852,1.6589853831228096,8.710002579455846,0.15828423019571022
BAC,log_abs_return,1,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,7,2.2167686684763956,1.8758614045118642,15.378567408156302,0.3409072639645315
BX,log_abs_return,1,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,5,2.201106277316613,1.8526044214547965,15.833031755589646,0.3485018558618167
C,log_abs_return,1,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,5,1.695038468780017,1.2143491284926324,28.358609503025313,0.4806893402873847
ABT,log_abs_return,1,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,3,2.345691316634381,1.560529411345301,33.4725161712939,0.7851619052890796
AMD,log_abs_return,1,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,7,2.90282232098065,2.298413317290315,20.8214260763349,0.6044090036903356
AMGN,log_abs_return,1,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,2,2.9458166120306295,2.5907830546184067,12.052126936968039,0.35503355741222276
AXP,log_abs_return,1,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,2,1.9015547102869845,1.5051114422056622,20.84837559164894,0.39644326808132235
BAC,log_abs_return,1,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,3,3.0936636881111994,2.690766628542472,13.02329859309018,0.40289705956872773
BX,log_abs_return,1,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,2,2.413591038692463,1.896189308272142,21.437009092502173,0.5174017304203207
C,log_abs_return,1,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,1,0.3871329009508724,0.4780199641539742,-23.476966948524865,-0.0908870632031018
ABT,log_abs_return,3,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,24,1.4698385170987622,1.3353300851192789,9.151238752742891,0.1345084319794835
AMD,log_abs_return,3,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,27,1.2925204788157958,1.2105650538324955,6.340744794882299,0.0819554249833004
AMGN,log_abs_return,3,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,16,1.3851414301779144,1.2326086054507686,11.012075836007138,0.1525328247271457
AXP,log_abs_return,3,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,13,1.3926869650933786,1.3133520265611496,5.696537737531687,0.07933493853222875
BAC,log_abs_return,3,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,17,1.4765056092179683,1.3784861467402292,6.638610911180698,0.09801946247773895
BX,log_abs_return,3,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,15,1.145745548102449,1.0743946493527252,6.227464629288161,0.07135089874972399
C,log_abs_return,3,80.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,10,1.4326429018771083,1.2619322605981957,11.91578453048142,0.1707106412789126
ABT,log_abs_return,3,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,18,1.6165463063562908,1.479108471240589,8.501942355458272,0.13743783511570165
AMD,log_abs_return,3,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,19,1.4162332824732167,1.314790734946523,7.162841657663982,0.10144254752669353
AMGN,log_abs_return,3,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,10,1.565996213071277,1.3740259216608988,12.258668942364846,0.1919702914103782
AXP,log_abs_return,3,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,10,1.4388802550788098,1.3724797809790417,4.614732453614166,0.06640047409976804
BAC,log_abs_return,3,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,15,1.5606765975476167,1.4716748376753912,5.702767633735214,0.08900175987222493
BX,log_abs_return,3,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,7,1.3752024240493863,1.2808468426402944,6.861214011771073,0.09435558140909205
C,log_abs_return,3,85.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,6,1.5634776182932566,1.3241893136940874,15.304875605471354,0.23928830459916908
ABT,log_abs_return,3,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,10,1.7964011105373736,1.6152380785632796,10.084776217929473,0.18116303197409384
AMD,log_abs_return,3,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,12,1.586581669731857,1.4886949886108585,6.169659147615271,0.09788668112099878
AMGN,log_abs_return,3,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,8,1.6890463232585187,1.4869375174308563,11.965853336559341,0.20210880582766233
AXP,log_abs_return,3,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,3,1.7855400963896404,1.6767204212647766,6.094496300861405,0.10881967512486386
BAC,log_abs_return,3,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,8,1.7967386863707893,1.6731624987866955,6.877805243549565,0.12357618758409372
BX,log_abs_return,3,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,5,1.546478921868183,1.4775403271258305,4.457777844076464,0.06893859474235242
C,log_abs_return,3,90.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,3,1.833864733857567,1.6222897646852548,11.53710877722484,0.21157496917231247
ABT,log_abs_return,3,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,4,2.1714381731391503,1.9730431828892598,9.136570992628346,0.1983949902498907
AMD,log_abs_return,3,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,8,1.7242088604242807,1.6065255988142102,6.825348385062344,0.11768326161007037
AMGN,log_abs_return,3,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,2,2.0879177473907022,1.9262522023162043,7.742907749911769,0.16166554507449815
AXP,log_abs_return,3,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,2,1.8977190322700426,1.7674172506029275,6.866231483764415,0.13030178166711504
BAC,log_abs_return,3,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,3,2.008031200925527,1.7777565283643402,11.467683990918573,0.23027467256118653
BX,log_abs_return,3,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,2,1.7395603916227456,1.720939334718368,1.0704461307610618,0.018621056904377653
C,log_abs_return,3,95.0,target_sector_weighted,same_day_text,correct_text,target_event_keyword,1,2.1476471965192094,1.7778077759977493,17.22067856959355,0.3698394205214601
ABT,log_gk,1,80.0,target_sector_weighted,same_day_text,shuffled_within_ticker,target_event_keyword,14,0.5620180193370048,0.5682951447988678,-1.1168904280449792,-0.0062771254618629235
AMD,log_gk,1,80.0,target_sector_weighted,same_day_text,shuffled_within_ticker,target_event_keyword,17,0.6041335454385347,0.6043224825107688,-0.03127405747630851,-0.00018893707223405546
AMGN,log_gk,1,80.0,target_sector_weighted,same_day_text,shuffled_within_ticker,target_event_keyword,13,0.5839499216471353,0.5896006977839459,-0.9676816328481568,-0.005650776136810565
AXP,log_gk,1,80.0,target_sector_weighted,same_day_text,shuffled_within_ticker,target_event_keyword,10,0.6462206533101934,0.6265519576035379,3.043650122586584,0.019668695706655547
BAC,log_gk,1,80.0,target_sector_weighted,same_day_text,shuffled_within_ticker,target_event_keyword,9,0.7376931090287666,0.7395500473426214,-0.25172233427795154,-0.0018569383138548428
BX,log_gk,1,80.0,target_sector_weighted,same_day_text,shuffled_within_ticker,target_event_keyword,10,0.39134399083647553,0.38825473538712363,0.7893964189277045,-0.0010320421227331344
C,log_gk,1,80.0,target_sector_weighted,same_day_text,shuffled_within_ticker,target_event_keyword,9,0.4886474269940243,0.5014056994482147,-2.610936177987158,-0.012758272454190343
ABT,log_gk,1,85.0,target_sector_weighted,same_day_text,shuffled_within_ticker,target_event_keyword,10,0.6326689371777252,0.6435032741496785,-1.712481257620165,-0.010834336971953285
AMD,log_gk,1,85.0,target_sector_weighted,same_day_text,shuffled_within_ticker,target_event_keyword,13,0.6368999701477859,0.6355069645029171,0.2187165505040831,0.0013930056448688065
AMGN,log_gk,1,85.0,target_sector_weighted,same_day_text,shuffled_within_ticker,target_event_keyword,11,0.5972261951454987,0.5973968322406518,-0.028571602608875826,-0.00017063709515314167
AXP,log_gk,1,85.0,target_sector_weighted,same_day_text,shuffled_within_ticker,target_event_keyword,7,0.7790123383130497,0.7606575102118169,2.356166545574894,0.01835482810123271
BAC,log_gk,1,85.0,target_sector_weighted,same_day_text,shuffled_within_ticker,target_event_keyword,6,0.8629425569370781,0.8718363033141613,-1.0306301741161747,-0.008893746377082993
BX,log_gk,1,85.0,target_sector_weighted,same_day_text,shuffled_within_ticker,target_event_keyword,6,0.4191873896020832,0.40175957657006717,4.157523213796937,0.010558983745207584
C,log_gk,1,85.0,target_sector_weighted,same_day_text,shuffled_within_ticker,target_event_keyword,4,0.7403898281831056,0.7602784289414286,-2.6862336570896743,-0.019888600758322994
ABT,log_gk,1,90.0,target_sector_weighted,same_day_text,shuffled_within_ticker,target_event_keyword,6,0.8662846179200151,0.8839380902895383,-2.0378374502262204,-0.017653472369523044
